individual,KC,n_opp,max_time_btw_opp
Stu_0b38c3846a667decab76a72e99df6aab,0,179,8589
Stu_0b38c3846a667decab76a72e99df6aab,compare_Circle,2,1
Stu_0b38c3846a667decab76a72e99df6aab,compare_NL,4,1
Stu_0b38c3846a667decab76a72e99df6aab,compare_Rectangle,4,10
Stu_0b38c3846a667decab76a72e99df6aab,denominator_Circle,54,8585
Stu_0b38c3846a667decab76a72e99df6aab,denominator_NL,44,8574
Stu_0b38c3846a667decab76a72e99df6aab,denominator_Rectangle,53,8578
Stu_0b38c3846a667decab76a72e99df6aab,denominator_WE_Circle-NL,45,7229
Stu_0b38c3846a667decab76a72e99df6aab,denominator_WE_Rect-NL,47,7225
Stu_0b38c3846a667decab76a72e99df6aab,dragPiece_Circle,3,4342
Stu_0b38c3846a667decab76a72e99df6aab,dragPiece_Rectangle,5,4339
Stu_0b38c3846a667decab76a72e99df6aab,makeFract_Circle,12,2848
Stu_0b38c3846a667decab76a72e99df6aab,makeFract_NL,9,7200
Stu_0b38c3846a667decab76a72e99df6aab,makeFract_Rectangle,7,1465
Stu_0b38c3846a667decab76a72e99df6aab,makeFract_WE_Circle-NL,16,7190
Stu_0b38c3846a667decab76a72e99df6aab,makeFract_WE_Rect-NL,16,7188
Stu_0b38c3846a667decab76a72e99df6aab,multiply_NL,9,1361
Stu_0b38c3846a667decab76a72e99df6aab,multiply_Rectangle,6,2
Stu_0b38c3846a667decab76a72e99df6aab,multiply_WE_Circle-NL,8,3
Stu_0b38c3846a667decab76a72e99df6aab,multiply_WE_Rect-NL,8,4
Stu_0b38c3846a667decab76a72e99df6aab,numerator_Circle,53,8586
Stu_0b38c3846a667decab76a72e99df6aab,numerator_NL,48,8575
Stu_0b38c3846a667decab76a72e99df6aab,numerator_Rectangle,52,8579
Stu_0b38c3846a667decab76a72e99df6aab,numerator_WE_Circle-NL,48,7229
Stu_0b38c3846a667decab76a72e99df6aab,numerator_WE_Rect-NL,47,7225
Stu_0b38c3846a667decab76a72e99df6aab,SE_addition_NL,2,8
Stu_0b38c3846a667decab76a72e99df6aab,SE_addition_WE_Circle-NL,4,12
Stu_0b38c3846a667decab76a72e99df6aab,SE_addition_WE_Rect-NL,4,11
Stu_0b38c3846a667decab76a72e99df6aab,SE_comparison_Circle,12,8548
Stu_0b38c3846a667decab76a72e99df6aab,SE_comparison_NL,8,7192
Stu_0b38c3846a667decab76a72e99df6aab,SE_comparison_Rectangle,11,8550
Stu_0b38c3846a667decab76a72e99df6aab,SE_comparison_WE_Circle-NL,4,8
Stu_0b38c3846a667decab76a72e99df6aab,SE_comparison_WE_Rect-NL,2,2
Stu_0b38c3846a667decab76a72e99df6aab,SE_denominator_Circle,3,13
Stu_0b38c3846a667decab76a72e99df6aab,SE_denominator_NL,3,14
Stu_0b38c3846a667decab76a72e99df6aab,SE_denominator_Rectangle,2,9
Stu_0b38c3846a667decab76a72e99df6aab,SE_equivalence_Circle,7,2817
Stu_0b38c3846a667decab76a72e99df6aab,SE_equivalence_NL,12,1393
Stu_0b38c3846a667decab76a72e99df6aab,SE_equivalence_Rectangle,9,2822
Stu_0b38c3846a667decab76a72e99df6aab,SE_equivalence_WE_Circle-NL,2,3
Stu_0b38c3846a667decab76a72e99df6aab,SE_equivalence_WE_Rect-NL,2,3
Stu_0b38c3846a667decab76a72e99df6aab,SE_findUnit_NL,4,4
Stu_0b38c3846a667decab76a72e99df6aab,SE_numerator_Circle,3,13
Stu_0b38c3846a667decab76a72e99df6aab,SE_numerator_NL,3,14
Stu_0b38c3846a667decab76a72e99df6aab,SE_numerator_Rectangle,2,9
Stu_0b38c3846a667decab76a72e99df6aab,SE_relation_WE_Circle-NL,74,7227
Stu_0b38c3846a667decab76a72e99df6aab,SE_relation_WE_Rect-NL,76,7224
Stu_0b38c3846a667decab76a72e99df6aab,unit_Circle,6,13
Stu_0b38c3846a667decab76a72e99df6aab,unit_NL,11,8575
Stu_0b38c3846a667decab76a72e99df6aab,unit_Rectangle,4,10
Stu_0b38c3846a667decab76a72e99df6aab,unit_WE_Circle-NL,8,7228
Stu_0b38c3846a667decab76a72e99df6aab,unit_WE_Rect-NL,8,7225
Stu_0b38c3846a667decab76a72e99df6aab,wholeNumber_Circle,5,4327
Stu_0b38c3846a667decab76a72e99df6aab,wholeNumber_NL,6,5714
Stu_0b38c3846a667decab76a72e99df6aab,wholeNumber_Rectangle,8,4347
Stu_12120881c9d7dc0b64fe9655dbc969ec,0,179,8513
Stu_12120881c9d7dc0b64fe9655dbc969ec,compare_Circle,2,1
Stu_12120881c9d7dc0b64fe9655dbc969ec,compare_NL,4,1
Stu_12120881c9d7dc0b64fe9655dbc969ec,compare_Rectangle,4,16
Stu_12120881c9d7dc0b64fe9655dbc969ec,denominator_Circle,53,8508
Stu_12120881c9d7dc0b64fe9655dbc969ec,denominator_NL,40,8497
Stu_12120881c9d7dc0b64fe9655dbc969ec,denominator_Rectangle,53,8500
Stu_12120881c9d7dc0b64fe9655dbc969ec,denominator_WE_Circle-NL,45,8499
Stu_12120881c9d7dc0b64fe9655dbc969ec,denominator_WE_Rect-NL,47,8495
Stu_12120881c9d7dc0b64fe9655dbc969ec,dragPiece_Circle,3,1442
Stu_12120881c9d7dc0b64fe9655dbc969ec,dragPiece_Rectangle,5,1440
Stu_12120881c9d7dc0b64fe9655dbc969ec,makeFract_Circle,16,7020
Stu_12120881c9d7dc0b64fe9655dbc969ec,makeFract_NL,12,8465
Stu_12120881c9d7dc0b64fe9655dbc969ec,makeFract_Rectangle,7,5764
Stu_12120881c9d7dc0b64fe9655dbc969ec,makeFract_WE_Circle-NL,16,4331
Stu_12120881c9d7dc0b64fe9655dbc969ec,makeFract_WE_Rect-NL,16,4331
Stu_12120881c9d7dc0b64fe9655dbc969ec,multiply_NL,6,1
Stu_12120881c9d7dc0b64fe9655dbc969ec,multiply_Rectangle,6,2
Stu_12120881c9d7dc0b64fe9655dbc969ec,multiply_WE_Circle-NL,8,4
Stu_12120881c9d7dc0b64fe9655dbc969ec,multiply_WE_Rect-NL,8,5
Stu_12120881c9d7dc0b64fe9655dbc969ec,numerator_Circle,51,8508
