individual,KC,n_opp,max_time_btw_opp
Stu_8e8fc800d06a145bacd9f4cb0cefc366,"",,58785
Stu_8e8fc800d06a145bacd9f4cb0cefc366,skill1,49,10080
Stu_8e8fc800d06a145bacd9f4cb0cefc366,skill1*estimater,2,16
Stu_8e8fc800d06a145bacd9f4cb0cefc366,skill1*interphistogram,2,1
Stu_94c44ddcbd023e61dd3abdd6303d4e85,"",,62339
Stu_94c44ddcbd023e61dd3abdd6303d4e85,skill1,7,4323
Stu_94c44ddcbd023e61dd3abdd6303d4e85,skill1*estimater,2,2920
Stu_984f3bf40ea39db7a64eace35ff10578,"",,30897
Stu_984f3bf40ea39db7a64eace35ff10578,skill1,56,16199
Stu_984f3bf40ea39db7a64eace35ff10578,skill1*interpbarchart,12,16047
Stu_984f3bf40ea39db7a64eace35ff10578,skill1*interphistogram,6,16049
Stu_984f3bf40ea39db7a64eace35ff10578,skill1*m1o3,2,3473
Stu_990d89265b485cef219918154336df0f,"",,70190
Stu_990d89265b485cef219918154336df0f,skill1,55,17167
Stu_990d89265b485cef219918154336df0f,skill1*estimater,2,9271
Stu_990d89265b485cef219918154336df0f,skill1*interpbarchart,8,15300
Stu_990d89265b485cef219918154336df0f,skill1*interpboxplot,3,2
Stu_990d89265b485cef219918154336df0f,skill1*interphistogram,2,2
Stu_990d89265b485cef219918154336df0f,skill1*m1o5,2,5
Stu_9b5b569c71b7cfaddceb12e63b111304,"",,61367
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1,67,17480
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1*estimater,2,31
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1*interpbarchart,8,17479
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1*interphistogram,2,1
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1*m1o3,2,30
Stu_9b5b569c71b7cfaddceb12e63b111304,skill1*m1o4,3,3
Stu_ac275159f913aaad48700660f04dc7c9,"",,56123
Stu_ac275159f913aaad48700660f04dc7c9,skill1,83,11552
Stu_ac275159f913aaad48700660f04dc7c9,skill1*interpbarchart,8,3755
Stu_ac275159f913aaad48700660f04dc7c9,skill1*interphistogram,4,3212
Stu_ac275159f913aaad48700660f04dc7c9,skill1*m1o3,3,3200
Stu_ae2e5d24938871c5c826e1885e040b7f,"",,73112
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1,72,12156
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1*estimater,2,6
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1*interpbarchart,8,2717
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1*interpboxplot,3,1
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1*interphistogram,2,3
Stu_ae2e5d24938871c5c826e1885e040b7f,skill1*m1o3,2,20
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,"",,51012
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1,74,10198
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*estimater,2,12
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*interpboxplot,3,1
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*interphistogram,2,2
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*m1o3,2,44
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*m1o4,3,13
Stu_b7b0686d8f8c57ed63acd5ed433f8a92,skill1*m3o1,3,1
Stu_bc860eff4a7208c298aa583882b0af98,"",,57518
Stu_bc860eff4a7208c298aa583882b0af98,skill1,47,10250
Stu_bc860eff4a7208c298aa583882b0af98,skill1*interpbarchart,8,2880
Stu_c3ba515fd47e0d2138490757a036d2e9,"",,64660
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1,69,73121
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1*estimater,5,65764
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1*interpbarchart,12,1055
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1*interpboxplot,3,1
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1*interphistogram,2,1
Stu_c3ba515fd47e0d2138490757a036d2e9,skill1*m1o3,2,32
Stu_c9b6f08ff075305f44433d865968a007,"",,64706
Stu_c9b6f08ff075305f44433d865968a007,skill1,68,14244
Stu_c9b6f08ff075305f44433d865968a007,skill1*estimater,5,3219
Stu_c9b6f08ff075305f44433d865968a007,skill1*interpboxplot,6,2
Stu_c9b6f08ff075305f44433d865968a007,skill1*interphistogram,2,1
Stu_c9b6f08ff075305f44433d865968a007,skill1*m1o3,2,873
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,"",,54026
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1,99,12674
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*estimater,2,19
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*interpbarchart,16,8489
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*interpboxplot,3,3
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*interphistogram,11,3691
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*m1o3,3,312
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*m1o4,4,3459
Stu_ca79dd10b977ee5d9ea4a1557e0d1333,skill1*m1o5,5,4
Stu_cecb35fa494a7d78230b30abe2204069,"",,58322
Stu_cecb35fa494a7d78230b30abe2204069,skill1,77,12087
Stu_cecb35fa494a7d78230b30abe2204069,skill1*estimater,2,2
Stu_cecb35fa494a7d78230b30abe2204069,skill1*m1o3,2,14
Stu_cecb35fa494a7d78230b30abe2204069,skill1*m1o4,3,3
Stu_d9c9397bcd3fa42f93e0f465a3782240,"",,56202
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1,79,11583
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*estimater,2,8
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*interpboxplot,3,1
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*interphistogram,7,5
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*m1o3,2,76
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*m1o4,3,22
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*m1o5,2,2
Stu_d9c9397bcd3fa42f93e0f465a3782240,skill1*m3o1,3,1
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,"",,67625
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1,77,71325
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1*estimater,3,3239
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1*interpboxplot,3,2
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1*interphistogram,2,1
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1*m1o3,2,34
Stu_e2d9fc29b6ca510ac2af5cebd9dac7dc,skill1*m1o5,2,2
Stu_e34cfe4dfc63be4606b5a7099570d952,"",,51808
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1,75,11384
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1*estimater,3,11
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1*interpbarchart,8,87
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1*m1o4,3,10
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1*m1o5,2,1
Stu_e34cfe4dfc63be4606b5a7099570d952,skill1*m3o1,3,1
Stu_e58488d9f4405251950a64181b6681ab,"",,56485
Stu_e58488d9f4405251950a64181b6681ab,skill1,38,8706
Stu_e58488d9f4405251950a64181b6681ab,skill1*interpboxplot,3,1
Stu_e58488d9f4405251950a64181b6681ab,skill1*interphistogram,2,1
Stu_e58488d9f4405251950a64181b6681ab,skill1*m1o3,3,2736
Stu_e58488d9f4405251950a64181b6681ab,skill1*m1o5,2,2
Stu_ea4ed5a893abd7910d07e70c489e302b,"",,55256
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1,76,11451
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*estimater,2,9
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*interpboxplot,3,1
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*interphistogram,2,1
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*m1o3,4,18636
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*m1o4,3,12
Stu_ea4ed5a893abd7910d07e70c489e302b,skill1*m1o5,2,1
Stu_eafbfc640208f1cfe34cd55beee8f7ad,"",,65800
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1,77,12797
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1*estimater,2,55
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1*interpboxplot,3,1
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1*m1o3,3,2670
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1*m1o4,3,332
Stu_eafbfc640208f1cfe34cd55beee8f7ad,skill1*m1o5,2,1
Stu_ef32c54c94be32d2d3b0f4b568a5555f,"",,72890
Stu_ef32c54c94be32d2d3b0f4b568a5555f,skill1,50,10170
Stu_ef32c54c94be32d2d3b0f4b568a5555f,skill1*m1o3,2,28
Stu_ef32c54c94be32d2d3b0f4b568a5555f,skill1*m1o4,2,1
Stu_f00d8166152217151191abe2e9023505,"",,56071
Stu_f00d8166152217151191abe2e9023505,skill1,66,10548
Stu_f00d8166152217151191abe2e9023505,skill1*estimater,2,3
Stu_f00d8166152217151191abe2e9023505,skill1*interpbarchart,8,3175
Stu_f00d8166152217151191abe2e9023505,skill1*interpboxplot,3,1
Stu_f00d8166152217151191abe2e9023505,skill1*interphistogram,2,1
Stu_f00d8166152217151191abe2e9023505,skill1*m1o3,4,146
Stu_f00d8166152217151191abe2e9023505,skill1*m1o4,3,9
Stu_f194ed51a43e9b29393c7ddeacf48ef3,"",,57935
Stu_f194ed51a43e9b29393c7ddeacf48ef3,skill1,61,18014
Stu_f194ed51a43e9b29393c7ddeacf48ef3,skill1*estimater,2,8
Stu_f194ed51a43e9b29393c7ddeacf48ef3,skill1*interpboxplot,3,1
Stu_f75c0564914aa5ce605783ff775f1a43,"",,4586
Stu_f75c0564914aa5ce605783ff775f1a43,skill1,60,6105
Stu_f75c0564914aa5ce605783ff775f1a43,skill1*interphistogram,2,2
Stu_f75c0564914aa5ce605783ff775f1a43,skill1*m1o3,2,1636
Stu_f75c0564914aa5ce605783ff775f1a43,skill1*m1o4,2,65
Stu_f7b9926d3ee9c4f985c8648786b8d001,"",,57543
Stu_f7b9926d3ee9c4f985c8648786b8d001,skill1,71,7504
Stu_f7b9926d3ee9c4f985c8648786b8d001,skill1*estimater,2,25
Stu_f7b9926d3ee9c4f985c8648786b8d001,skill1*interphistogram,2,2
Stu_f7b9926d3ee9c4f985c8648786b8d001,skill1*m1o3,2,40
Stu_f7b9926d3ee9c4f985c8648786b8d001,skill1*m1o5,2,2
Stu_f87810e86cbd598d8164c0f5aa97b2fb,"",,57705
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1,62,7474
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*estimater,2,6
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*interpboxplot,3,1
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*interphistogram,2,1
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*m1o3,3,46
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*m1o4,3,13
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*m1o5,5,8
Stu_f87810e86cbd598d8164c0f5aa97b2fb,skill1*m3o1,3,1
