Type,Student,Intercept,Slope
Student,Stu_02ff9f8d66f4f8830e4738b605fa81b8,0.213456994594801,0.0126695861771371
Student,Stu_03e97ac0c6a5153b41bd7f92e105d87a,0.410969003960839,-0.00755089821809369
Student,Stu_06bcd5fa76ec8f0785a41cde5bb67540,-1.58333302372498,0.00138999194475684
Student,Stu_0d05f221b156f7ccf714ca5cfe817f9d,0.503302532233979,-0.0170371020277643
Student,Stu_0dbe243a6284b390c9d3c6a347d4a142,-0.322245334239422,0.0261324692562755
Student,Stu_11935e597c9c0127104b10225d1a3a39,-1.12952115067624,0.00394359941258529
Student,Stu_1260c5dfd1afe276b5b1b4fae75096bc,0.736016158024009,0.00213387745874715
Student,Stu_1cca6848ac672c0940af9081976a8e52,1.2388191787939,-0.00702570688890992
Student,Stu_1dfc1e7dbc180a58e4db8298dae4beef,0.114785714575489,0.00899483800777078
Student,Stu_1ebd66a2966ad592d20cdf4b87377f3b,1.38948607013526,-0.0136399096617558
Student,Stu_204454e3b7d3dc606e2038d0f7556c01,-0.0412668473876217,-0.00435130014577263
Student,Stu_23fb28e182e1df0f78aea584b7024561,-1.06190872569125,-0.0317838043680733
Student,Stu_25179d7ea8d998ff7786c2ff39b8c442,1.36708668902438,0.0113196150072994
Student,Stu_25feba966f84b4bbc108d7605e041ac0,0.568211331595855,0.00830897461767413
Student,Stu_2657778200969434d80f13498ef0c1f4,-2.09705866686465,-0.0148456982643809
Student,Stu_26f9c7db2c04e5304c22c60d1ff5dcd1,-0.520931451462361,0.011375062709132
Student,Stu_28cdf332b1000cfc23471260a1d457df,0.361319954297371,0.013777876628777
Student,Stu_294946cd4c7b6b27f92f06301be3fd61,0.245296845610094,0.0173619849943246
Student,Stu_2a9294218fb56eb7c2e0d737eba73035,-0.577499070545638,-0.019464123933978
Student,Stu_2b4471a38a544468fa3abb6f9b581138,-0.641355738405191,0.0361461103667057
Student,Stu_31bd0500e74932670d3dd59e4d780400,-2.14385559667256,-0.0387306410515674
Student,Stu_31ec0429f4f1aec75cf32839c741390f,0.350434376316798,-0.00908993716199702
Student,Stu_325cf37116b6953295aadc7a856cd952,0.380954557521801,-0.0230960659578793
Student,Stu_34b8ede097ef1a06593aafcd5c26ead1,-0.379051480757166,-0.00799646772401879
Student,Stu_36d3e9284de15068f06382cc9f7cd27e,0.861864410738758,0.00880769407426561
Student,Stu_3d03d9b01ae4c1dc5fc8cf1656bbb342,-0.470696092053838,-0.0380257338900399
Student,Stu_3d51ae1a381d46e03356714d127c92b3,0.630738229691405,-0.0188350914321694
Student,Stu_3fbb34263907c936aa6349cd380ad3eb,-0.531761386734528,-0.0226047571103113
Student,Stu_40ae05e9f408fb82ced833d939e55a89,1.76019149703245,0.00179674624383574
Student,Stu_47a1ec425b35a7f2c76e6a24b8029bfe,0.594745262941765,0.00664899025362689
Student,Stu_4a05d52e2fd764975b37221277a88cbd,-0.373134694695558,0.00358807700862769
Student,Stu_4adef25d9541addeab63426a70601856,2.15880557738504,0.00746396287420786
Student,Stu_4b065f4dee9c3103ebde4fef62633973,-1.07800061059578,0.031274754107043
Student,Stu_4c82ad4a84d12ab5867d6949a905ed0e,0.433345816268079,0.00548586773795806
Student,Stu_4cd8e0eb36b8ed2efa1404828b70ce69,-0.088879583395748,0.0131468383949304
Student,Stu_534aa4283c60d0a2f7aed38dc1dff1b7,0.0482474825120411,-0.0217857052806021
Student,Stu_54256c3930ce73c89c6d0dc47fe2f8e3,-1.46493614657594,-0.0314254795245153
Student,Stu_545ea750d23eb8e6d33ebe495f6aa64c,-0.0719246234250515,-0.0254390335904937
Student,Stu_57b2626177e61145f8bf9d2e7e9351ce,1.22498450656304,0.012385052574057
Student,Stu_6003976eee19331a30c80aa29acb72f1,0.408127777454699,0.00983001957595655
Student,Stu_6308b7be3ff4f759897ecdb9692f415a,-0.0727752982881758,0.0321956776122256
Student,Stu_6883e691c15de87db58a3342fbd17770,0.431408504056761,0.0167264052536943
Student,Stu_68a13bf39470b0d9e118c061224d5959,0.704243908677562,0.00811783485938376
Student,Stu_68fa1a2e3824cfc9b3d46ca6951170e2,0.368789122979441,0.00764166332600308
Student,Stu_69c5ff97e812ea30cd966d351839fef0,-0.476539073654908,0.0154589394204661
Student,Stu_71992449f75bd1dd8300f80e17bf694c,-0.1480730476046,-0.0209637636719649
Student,Stu_73c7bf36c4887312f56ce8cd5d7bf454,0.525959641911049,-0.000181458112534744
Student,Stu_74711c50f8798565acd136fa23d91454,-1.0102940028353,0.0240613600305967
Student,Stu_76d3118f0123ec9958c84ecbfdad1b61,-1.58185224421343,0.0101155307875765
Student,Stu_7aee2f063175b36f700f096c97f85b21,-0.909493497602732,-0.0130843853459636
Student,Stu_7c640f341265a5b21e8d0e87afd685a7,0.0766199566375342,0.00635143956430705
Student,Stu_84a39fbafcda174c47d01dafb361c219,0.765374419834949,-0.000688713983441456
Student,Stu_880f40541f1bb2a5d30467b06720e042,-0.758090401746158,8.50477730062389e-05
Student,Stu_89f4506d8356b77960f02e81fd6b43e3,-0.294548875680518,0.0271951619088537
Student,Stu_8a306944ba864e555d56a613f3888a44,0.645946395823121,0.00814091836547888
Student,Stu_8b2256214d21dcc5542f8a1394b7b408,0.235810312211662,0.00206791485224176
Student,Stu_8bc41b3fb37c5b878807bc1ae45f2aa1,0.536140777114704,0.0151063298430853
Student,Stu_9245c031ca739d72b1fa296e8cd56ee0,0.131936378662476,0.0063666980944131
Student,Stu_93f5de638981fbcfea2e40977903221b,0.079459287234927,-0.024262601308498
Student,Stu_96ccb4bd94498cee52085df71fcf1573,0.244218902344829,-0.00612722858462453
Student,Stu_97cd9e76db8fbd725fa974b26bba4b91,1.43435290021326,-0.00277112356690487
Student,Stu_992069f900d2c4e8aefd433966e75f60,0.600975224546353,0.00193530952806878
Student,Stu_993478b4265e7b5237ed26ef155aedf4,0.864611561387136,0.00195489408714228
Student,Stu_996c993ec46f1e2ce741cad2aa889247,-0.0303484000289418,0.00143001829495796
Student,Stu_9abe6b80b92b9f14126ea74e823bc2b3,-1.58896409344979,-0.00315310488208345
Student,Stu_9b4ca419402c08d40f242f453b9d8101,1.38698584379671,0.00187242981435715
Student,Stu_9d7eabb01a22d50d022daa675433828c,0.728037081359835,0.0101297050418253
Student,Stu_a2a6385c6162b29384ff626e0cafe06f,-1.75918442875032,0.0280770968048394
Student,Stu_a660748ea40f24352a66ceeb7db36af6,0.0612203714032085,0.0045684264042045
Student,Stu_af1b025f788b061748aca1c62205189a,1.36527895038293,0.0119078965401103
Student,Stu_b02f932adb614c6e30e0013619569b40,0.189741820707323,0.00496926921893569
Student,Stu_b1b443cf1e52e4c637b5c1ef000c52f7,-1.47812084139943,-0.0232878190525651
Student,Stu_b3217e53789fa9b4049a48eee2446268,-1.2940518448097,0.0232426233401594
Student,Stu_b63e5c480951e7ce50d4b3ec507ab0c9,-0.905424081001637,-0.010925152400858
Student,Stu_bb5d09f751d07b02f0f649db6c07be57,0.996307368854314,0.00425718168729157
Student,Stu_bd3e944b159e4364db1c1d494ada965f,-0.529949466775632,-0.0110436348242923
Student,Stu_bda599ac7e9f9ad171a08922778f89cc,-0.0589067829959819,0.0132921865363907
Student,Stu_c15e9d7d89c0cde38458009c36f9a8be,0.171024049545585,0.0150017288595365
Student,Stu_c1649379fdd2d1e3c19f10aba4d4af63,-0.166350621384243,-0.0379057392078935
Student,Stu_c5898e3fddbe2b96f190e2484e12619a,-0.864333176586052,0.00104567521912252
Student,Stu_c8b467582cf2f678278542d075eb00ee,0.785256481398747,-0.00803216598414144
Student,Stu_c8b8c7b0ea3e4cec2998d6efd39839c3,0.340996918713504,-0.0196002367866037
Student,Stu_ca4b4c740bb83f4b1bf263fab91324a4,0.163881410120909,-0.0013624841310713
Student,Stu_cd9d0d1d8e2217ff5fb3ae07c025f47e,-1.47826057588841,-0.0189687109144459
Student,Stu_ce6ff3a39034686a3c92142a6d7d8a56,1.51901477014309,0.00870871720460769
Student,Stu_cef85099abbd871b7c938003c9698bc3,-1.29496976079038,-0.00126837722496517
Student,Stu_d03f9eb681f5de9c6d30fb1b402af6d9,1.40819993395726,-0.000489546929840067
Student,Stu_d23a1c6fb765e481fa5ab9e3a2e0acc1,-1.23358566967072,-0.00272634110090293
Student,Stu_d5afa931c18970e3214df41f50bf64a0,1.45584815326825,-0.00639187655704924
Student,Stu_deb3817247de4b58d34bb08bbf3224fd,-0.286049840910281,-0.00276705268958453
Student,Stu_dfad2e1090bb491efe7e76fa47644110,-0.732386591584866,-0.0108455224604175
Student,Stu_e8efe4ebc363432be1e381e38638b492,-1.30413025606095,-0.0160454866465383
Student,Stu_efe0a6762e2b480babe6577c1af04e38,-0.558478082719004,0.000284290507533759
Student,Stu_f0c808012bd2decb2bee9f44e191a804,1.19228421124513,-0.0130173129127456
Student,Stu_f116927c0001adbee76b30160c82f243,-1.1252446515348,0.0163466352659425
Student,Stu_fb4a97f6a003c4553b20e1e4292600a3,-0.1331051464099,0.0140763820051983
Student,Stu_fdfce35619470b81fa1fc0b5b24da191,0.474819726599401,0.00605590389211335
Student,Stu_fe866739c48596c695749c00e63788b2,-0.134527972714026,0.00605141183775413
Student,Stu_ff3bded1bfc5b2043b1dd3095cc44201,0.460673535116331,-0.010835139983621
