Type,Student,Intercept,Slope
Student,Stu_01238d37da374eb3388ba85422d6d78d,0.530494900532138,-0.00121612525867522
Student,Stu_0646d6a481ee30eece27ae8bbdeea667,0.413129179543745,-0.00112270293846662
Student,Stu_079779fd7c259c4dc77eef4e48277fb3,-0.169016901829204,-0.00104762406622784
Student,Stu_0b21716cc1edb59ab011b8327d748671,-0.236819845964653,-0.00109765703930337
Student,Stu_0bae9e520c49f5df0dca0af17ce04282,0.284954865754441,-0.00117121141419163
Student,Stu_107c1e769016e674d595411140d81887,1.02204714614419,-0.00100770057453061
Student,Stu_193459e2aa1759a6b410a76d022528e5,-0.941766768537785,-0.000967603484620772
Student,Stu_1c3bd120080925704028b1905f5ca3c9,-0.461666731705048,-0.00105372845198323
Student,Stu_1d19c0ed8a75226a204b4771bde13d23,0.61348210437138,-0.00106850320760806
Student,Stu_20e2c89553aef4decd0812cb027d45c5,-0.193333876813233,-0.00106895568487551
Student,Stu_210e87d9c242f14b210a9b68b110dbe2,-0.00114452689591481,-0.00116611258450243
Student,Stu_23687ba87ee1477fa695d7be92f7301d,-0.0128703666266951,-0.00111717357264671
Student,Stu_260dbc81752034e31c953786d3b78560,0.516776521619703,-0.00112683112542453
Student,Stu_288730ad3d29c28f5615dda94995cfe0,-0.066008987592959,-0.00113022836411711
Student,Stu_29b7b4028bc813682988cbd1ab870663,0.0794950823325378,-0.00112918708449968
Student,Stu_30bad6179fc96e5600194b9e57e6360a,0.68061996279642,-0.00105606004570685
Student,Stu_42cf66033b68cdabb76bfeba499d72ef,-1.21663528790336,-0.00102926571224089
Student,Stu_458b13dc7f7ffcf6406be873e3d10eb6,0.443403342020568,-0.00101495251584761
Student,Stu_4e0a24dd9ad8adf392fd53e23ead648d,-1.50203420485615,-0.00100060391629932
Student,Stu_51ff9e3a8e16f871978aca76354e7c7c,0.557739710555346,-0.00120661815919294
Student,Stu_5723f172a330570085f96d494ba11b82,-1.11837402152876,-0.00104352925529198
Student,Stu_5f5ede633608a0fa4bd540116b24d222,0.26799977131582,-0.000956236237005708
Student,Stu_65baf3b96c4afd6977ae0e1be99a6478,0.461926362678834,-0.00100306779720051
Student,Stu_664bef60ca55484a14494bcf6030c97c,0.423996245545335,-0.00108472806397418
