Type,Student,Intercept,Slope
Student,Stu_009d4b6ced71bf0e33197565edc3d2a2,-0.981829837007451,-8.15419104776239e-05
Student,Stu_0104b0ac1cf243a9f7aa98f860a77ec8,-0.358933082107092,3.56144703760521e-05
Student,Stu_019edadf5ad02b9bf8df83ae785d3780,-0.71878776909934,-1.22283863712661e-05
Student,Stu_02bdf1ff7becf7279da0dc7d38371e19,-1.41038915649747,1.59932096519683e-05
Student,Stu_0482f77e0c3d86078df93318e0df2ef4,0.0855813436001902,-1.95813312346805e-05
Student,Stu_07a79fbd9392f74e82dabe7cbbc97eeb,-2.40222356887553,5.35459158421212e-05
Student,Stu_0bd9b00b67099c59564172013cbb0ebd,0.32805644008105,-0.000108686516369119
Student,Stu_0c9e07427f2b8fab8fa3196bb41a46f3,-0.193520896569517,4.15610188141779e-05
Student,Stu_0cbb3f9577e2db1ffa459f0523546e7e,0.773484838011605,0.000148966803187441
Student,Stu_101e3f85e8ac0b54ca87684a79ecd928,-0.0108903630140928,8.23243257780812e-05
Student,Stu_116c226f6908b648f04fa69343d029bf,-0.171807567499081,5.00585966054102e-05
Student,Stu_18605be8937b7442448ffe77d6687793,-0.431561856561382,6.52475411062753e-05
Student,Stu_19d2e924bd6a2bb6dd90ed55d4ba24db,0.476907740696776,-4.31586672537936e-05
Student,Stu_1de7637bdebbfd5c3e337b33141a32fb,1.89217912826625,-0.000218049890318412
Student,Stu_1f0ff01998b1a8b98a068dfa00106dd8,1.55729484360126,-0.000144776767840821
Student,Stu_21ceeca5ce4db9070ade58b76dcf46fd,0.521696484791391,6.10642550453247e-05
Student,Stu_25379df0c15c9dd6f795165b98aa429a,-0.457358509848093,2.16444957175997e-05
Student,Stu_2a341b4087fc2dc0139aa0579e3ab2ea,0.210271930055287,-8.55838185494793e-06
Student,Stu_35fd4e1881c6d7d90e9d2b38321fe536,-0.219331113744596,-5.20359144828039e-06
Student,Stu_37a1134deead7fb50d7d19fbe5195dd0,-2.09201535298873,4.02990085862313e-05
Student,Stu_3b2ed994e9607ab951b4775180159273,-0.918122061702119,-4.60874513687985e-05
Student,Stu_3d441443f2fb2a1e00ca3bea9882c865,0.979800775154917,8.83388349128978e-05
Student,Stu_3ea07f4294686df84fdf9da41c80a438,-0.687329656208728,8.56407768094931e-06
Student,Stu_416f787e59e116a395ebd16265b1e767,0.174554154016603,-1.71022290408906e-05
Student,Stu_431072911effcd63eceda0befb613902,-1.4716093712291,3.10982841237543e-05
Student,Stu_4ef584a0eae6aa9661517a3c5c10aee0,0.0505079534225222,-6.00522006693725e-05
Student,Stu_56c563fb87242730a8d8a503c208775c,0.381206946807711,4.05296088198271e-05
Student,Stu_590bb3b1e0c796ef7c78f5763c83df06,-0.639014496891614,-4.51464599709583e-06
