Type,Student,Intercept,Slope
Student,Stu_030458dc7f5b93604de713b8f0595006,0.615568634133302,-0.021238114424549
Student,Stu_032e1ecce3f805b5e3ab3884154068e3,-0.075642039872301,0.0543199679824006
Student,Stu_049e05a8f6b3b5eb958721e6c5cfe75a,0.498711919456413,-0.149711216377057
Student,Stu_080fe8f22a7b88dbda214761b6760364,0.131630327123234,0.110694619808283
Student,Stu_0b174d7bee3983723f70e122ba287cc7,1.26258738176683,0.116492234851489
Student,Stu_0d2c371498ec2851baba189c6d56d702,-0.0658967045383206,0.0365428601685987
Student,Stu_177099c0e4631bb00936c32b7966fb34,0.555421719312423,0.146641572452057
Student,Stu_1c77165984aa638da0f48cdebe36e7fa,-0.440442422784395,0.108993164697726
Student,Stu_1e4597cb0bd5a9ab6a9fe4024c21d609,0.468171332817976,-0.0288136905226751
Student,Stu_249fb3894fd670e9451cfe5294a7014b,-0.0728968448090258,0.157849959779869
Student,Stu_259ec68894d7eadbdfa6a0477caf418f,0.0733452972935772,0.255453301227578
Student,Stu_26edaeddeb070a2f2de285ae5125f497,0.596448746100529,-0.0168093986348546
Student,Stu_29972ae0c7593bcab4865157466ea6e0,-0.230621621096571,0.021258521654955
Student,Stu_29ba7303e7c02103a64e9d1b71149c53,0.0937429406067955,-0.229679081897919
Student,Stu_2e90c8217895d12b590f9217606d5032,-0.282629971381566,-0.14244886848525
Student,Stu_378391708463addf9917e9794d0c8427,0.878393152102192,0.0177153227291523
Student,Stu_39506dd92d53f0d12e58fac8faca3fdc,0.752617648330616,0.107500140387833
Student,Stu_3c5468803b7ec059da6f8ae3196fd856,-0.332783413469698,-0.0105873331895632
Student,Stu_3e98398fbd31db9b3a58f520b96a0ae6,-1.05739846319864,0.156857989326679
Student,Stu_4233bad6386d416c3d3b3eea9b543b1d,0.468957905508837,0.10091696088701
Student,Stu_4265fc2c834d4c78df1ece2b71150807,0.509282875201251,0.030823153427117
Student,Stu_4374325d69dfd56f911adce7f1265953,-0.215580972148577,0.0336061403791893
Student,Stu_43f1042bc225c5aa843bc53844160aad,-0.0973079671549865,0.0286810567996438
Student,Stu_4b24cb04d7d82bfb389c793aaba89b3f,1.26649867736598,0.0249812309861387
Student,Stu_4eb9aff94ef276f875454105e9bafa13,0.579018759836978,-0.417713673558935
Student,Stu_54273008103a46a489a01418c46ccd21,0.56799702829161,-0.138120215084786
Student,Stu_59322a0e741b5d2e628c7a9f3b41973e,-1.96556882121431,0.191342183743203
Student,Stu_597fca90504feb34af2a9651fa2946ee,0.214975403283495,-0.190970253306333
Student,Stu_5dbffa4533795491cc1a9260796a86a9,0.386339766758806,0.0392927422562567
Student,Stu_67edfafc3aea3d5d6fb19c0bda152870,0.201748664828832,-0.00293456225210296
Student,Stu_699f667ba6f7e84f4b818162cd16b2d9,0.394129388877627,-0.29097969948732
Student,Stu_706104c4d6ef81c0ceb39b4430e80700,-0.662396896949908,0.00938038386587081
Student,Stu_7151bcc000e6b3bcfa2c69ad0d325b00,0.0566280775289034,-0.0500117468041379
Student,Stu_75f23c3a22d893966622fd6900721128,-0.682109995777029,-0.0239353545264116
Student,Stu_78da5fc6b6229bb02e87f162c9be96c8,0.434102559255065,-0.116903647993446
Student,Stu_7ce45ff5abc46358e5b33c766cfcc4fb,-0.456606092480649,0.0984050279874877
Student,Stu_81b484dd437e451a613410ee52b3e31b,-0.224298412450091,-0.0120054362237367
Student,Stu_88e1c38ef5b3875ea4d77f9ca479814a,0.359014396136053,-0.0470795335150967
Student,Stu_8d6f5b31fd7fa907289a11a209a0cdab,-0.0988976318277601,0.0662105056587331
Student,Stu_8ecf362adbf1f609e7d541868c54b2b3,-0.363813559683856,-0.29104991642204
