individual,KC,n_opp,max_time_btw_opp
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NearBench*Click,3,9
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NearBench*Click*1/10,3,8
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NearBench*Click*9/10,2,8
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NearBench*Click*NonUnitNearBench,5,11
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear,18,13
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*1/3,2,8
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*2/5,2,8
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*3/7,2,6
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*5/8,2,10
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*Click,6,9
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*Click*3/7,2,8
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*Click*NonUnitNotNear,12,11
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*Click*NonUnitNotNear*3/5,2,10
Stu_05f31b545d425701fb3908cb3ca1d86c,all*NotNear*Click*NonUnitNotNear*7/10,2,9
Stu_05f4b7f06c6ac832627c477fcc4253ab,all,6,17
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench,6,10
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*1/10,2,2
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*1/8,2,6
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*Click,4,4
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*Click*1/10,2,3
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*Click*9/10,2,2
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NearBench*Click*NonUnitNearBench,4,5
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear,18,10
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*1/3,2,8
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*2/5,2,4
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*3/7,2,8
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*Click,6,6
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*Click*3/7,2,3
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*Click*NonUnitNotNear,13,6
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*Click*NonUnitNotNear*3/5,2,5
Stu_05f4b7f06c6ac832627c477fcc4253ab,all*NotNear*Click*NonUnitNotNear*7/10,2,3
Stu_106405e1f4d9003ae04d0ec5061fee1c,all,5,10
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench,5,10
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*1/10,2,9
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*1/8,2,4
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*5/6,2,9
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*Click,3,6
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*Click*1/10,2,8
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NearBench*Click*NonUnitNearBench,5,9
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear,18,11
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*1/3,2,11
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*2/5,2,6
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*3/7,2,11
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*5/8,2,7
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*Click,7,8
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*Click*3/7,2,9
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*Click*NonUnitNotNear,15,10
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*Click*NonUnitNotNear*3/5,2,7
Stu_106405e1f4d9003ae04d0ec5061fee1c,all*NotNear*Click*NonUnitNotNear*7/10,2,8
Stu_125cd9d53269afde9eb4ca58e6cf319d,all,6,20
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench,6,10
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*1/10,2,10
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*1/8,2,13
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*5/6,2,10
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*Click,4,11
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*Click*1/10,2,10
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*Click*9/10,2,8
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NearBench*Click*NonUnitNearBench,4,11
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear,18,13
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*1/3,2,9
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*2/5,2,14
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*3/7,2,9
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*5/8,2,7
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*Click,6,13
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*Click*3/7,2,11
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*Click*NonUnitNotNear,14,12
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*Click*NonUnitNotNear*3/5,2,6
Stu_125cd9d53269afde9eb4ca58e6cf319d,all*NotNear*Click*NonUnitNotNear*7/10,2,14
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all,7,15
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*9,2,1
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench,7,9
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench*1/10,2,10
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench*5/6,2,9
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench*Click,5,10
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench*Click*1/10,2,8
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NearBench*Click*NonUnitNearBench,4,9
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear,17,12
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*1/3,2,7
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*2/5,2,10
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*3/7,2,11
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*5/8,2,5
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*Click,6,11
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*Click*3/7,2,9
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*Click*NonUnitNotNear,14,11
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*Click*NonUnitNotNear*3/5,2,8
Stu_13c40c5dae8a3f2b2194f37067e9fed6,all*NotNear*Click*NonUnitNotNear*7/10,3,10
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all,6,17
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench,6,11
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*1/10,2,5
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*1/8,2,12
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*5/6,2,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*Click,4,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*Click*1/10,2,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*Click*9/10,2,9
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NearBench*Click*NonUnitNearBench,4,11
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear,18,11
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*1/3,2,9
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*2/5,2,10
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*3/7,2,9
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*5/8,2,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*Click,6,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*Click*3/7,2,6
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*Click*NonUnitNotNear,14,11
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*Click*NonUnitNotNear*3/5,2,8
Stu_184ef48cf44753fd4c78b03d79a3ec4b,all*NotNear*Click*NonUnitNotNear*7/10,2,7
Stu_18fe882739786192a42b0524659764c2,all,5,12
Stu_18fe882739786192a42b0524659764c2,all*NearBench,6,12
Stu_18fe882739786192a42b0524659764c2,all*NearBench*1/10,2,12
Stu_18fe882739786192a42b0524659764c2,all*NearBench*1/8,2,5
Stu_18fe882739786192a42b0524659764c2,all*NearBench*5/6,2,6
Stu_18fe882739786192a42b0524659764c2,all*NearBench*Click,4,10
Stu_18fe882739786192a42b0524659764c2,all*NearBench*Click*1/10,2,9
Stu_18fe882739786192a42b0524659764c2,all*NearBench*Click*9/10,2,10
Stu_18fe882739786192a42b0524659764c2,all*NearBench*Click*NonUnitNearBench,4,10
Stu_18fe882739786192a42b0524659764c2,all*NotNear,17,12
Stu_18fe882739786192a42b0524659764c2,all*NotNear*1/3,2,5
Stu_18fe882739786192a42b0524659764c2,all*NotNear*2/5,3,12
Stu_18fe882739786192a42b0524659764c2,all*NotNear*3/7,2,6
Stu_18fe882739786192a42b0524659764c2,all*NotNear*5/8,2,8
Stu_18fe882739786192a42b0524659764c2,all*NotNear*Click,8,11
Stu_18fe882739786192a42b0524659764c2,all*NotNear*Click*3/7,2,9
Stu_18fe882739786192a42b0524659764c2,all*NotNear*Click*NonUnitNotNear,13,11
Stu_18fe882739786192a42b0524659764c2,all*NotNear*Click*NonUnitNotNear*7/10,2,11
Stu_1b743d8b62727a340dce1270c57e6d26,all,6,17
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench,6,13
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*1/10,2,7
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*1/8,2,9
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*5/6,2,6
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*Click,3,8
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*Click*1/10,2,7
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*Click*9/10,2,8
Stu_1b743d8b62727a340dce1270c57e6d26,all*NearBench*Click*NonUnitNearBench,5,10
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear,17,11
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*1/3,2,8
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*2/5,2,9
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*3/7,2,6
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*5/8,2,6
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*Click,4,7
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*Click*3/7,2,7
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*Click*NonUnitNotNear,14,10
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*Click*NonUnitNotNear*3/5,4,8
Stu_1b743d8b62727a340dce1270c57e6d26,all*NotNear*Click*NonUnitNotNear*7/10,2,8
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all,6,14
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench,6,8
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*1/8,2,5
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*5/6,2,7
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*Click,4,4
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*Click*1/10,2,4
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*Click*9/10,2,3
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NearBench*Click*NonUnitNearBench,4,5
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear,16,7
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*1/3,2,4
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*2/5,3,7
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*3/7,2,4
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*5/8,2,5
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*Click,7,4
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*Click*3/7,2,3
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*Click*NonUnitNotNear,13,6
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*Click*NonUnitNotNear*3/5,2,3
Stu_1c7f3789c0c6c0f2d1ddfb126524428d,all*NotNear*Click*NonUnitNotNear*7/10,2,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all,6,15
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench,6,7
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*1/10,2,6
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*1/8,2,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*5/6,2,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*Click,4,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*Click*1/10,2,3
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*Click*9/10,2,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NearBench*Click*NonUnitNearBench,4,3
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear,18,10
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*1/3,2,6
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*2/5,2,4
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*3/7,2,4
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*5/8,2,3
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*Click,6,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*Click*3/7,2,5
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*Click*NonUnitNotNear,14,6
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*Click*NonUnitNotNear*3/5,2,2
Stu_24c62ee8c2a286f7732eaa866adccd8a,all*NotNear*Click*NonUnitNotNear*7/10,2,4
Stu_2802ccb85365fc667255ea160663ea8a,all,6,16
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench,6,10
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*1/10,2,6
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*5/6,2,9
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*Click,4,8
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*Click*1/10,2,7
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*Click*9/10,2,8
Stu_2802ccb85365fc667255ea160663ea8a,all*NearBench*Click*NonUnitNearBench,3,8
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear,19,11
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*1/3,2,10
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*2/5,2,7
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*3/7,2,6
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*Click,6,8
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*Click*3/7,2,8
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*Click*NonUnitNotNear,14,10
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*Click*NonUnitNotNear*3/5,2,9
Stu_2802ccb85365fc667255ea160663ea8a,all*NotNear*Click*NonUnitNotNear*7/10,2,6
Stu_2943e579bd637549ed29b023400fd5ad,all,5,13
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench,7,7
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*1/10,2,6
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*1/8,2,6
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*5/6,2,6
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*Click,3,5
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*Click*1/10,2,4
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*Click*9/10,2,2
Stu_2943e579bd637549ed29b023400fd5ad,all*NearBench*Click*NonUnitNearBench,4,5
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear,17,10
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*1/3,2,7
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*2/5,2,7
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*3/7,2,4
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*5/8,2,5
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*Click,6,4
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*Click*3/7,2,3
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*Click*NonUnitNotNear,14,6
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*Click*NonUnitNotNear*3/5,2,3
Stu_2943e579bd637549ed29b023400fd5ad,all*NotNear*Click*NonUnitNotNear*7/10,2,2
Stu_3bff794f2939632d98c7921298fd7f26,all,6,16
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench,6,12
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*1/10,2,8
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*1/8,2,8
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*5/6,2,14
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*Click,4,11
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*Click*1/10,2,9
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*Click*9/10,2,8
Stu_3bff794f2939632d98c7921298fd7f26,all*NearBench*Click*NonUnitNearBench,4,10
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear,18,13
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*1/3,2,8
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*2/5,2,7
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*3/7,2,7
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*5/8,2,7
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*Click,6,11
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*Click*3/7,2,10
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*Click*NonUnitNotNear,14,12
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*Click*NonUnitNotNear*3/5,2,8
Stu_3bff794f2939632d98c7921298fd7f26,all*NotNear*Click*NonUnitNotNear*7/10,2,10
Stu_3bff794f2939632d98c7921298fd7f26,all*Whole-numC,3,1
Stu_57d623858f1aa17ee33b8928bb54a5c6,all,6,14
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench,6,9
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*1/10,2,7
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*1/8,2,8
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*5/6,2,5
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*Click,4,11
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*Click*1/10,2,6
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*Click*9/10,2,6
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NearBench*Click*NonUnitNearBench,4,11
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear,18,10
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*1/3,2,10
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*2/5,2,8
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*3/7,2,7
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*5/8,2,8
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*Click,6,9
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*Click*3/7,2,8
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*Click*NonUnitNotNear,14,12
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*Click*NonUnitNotNear*3/5,2,6
Stu_57d623858f1aa17ee33b8928bb54a5c6,all*NotNear*Click*NonUnitNotNear*7/10,2,8
Stu_5d034340653ebc454761d5a610461767,all,6,13
Stu_5d034340653ebc454761d5a610461767,all*NearBench,6,8
Stu_5d034340653ebc454761d5a610461767,all*NearBench*1/10,2,8
Stu_5d034340653ebc454761d5a610461767,all*NearBench*1/8,2,8
Stu_5d034340653ebc454761d5a610461767,all*NearBench*Click,3,9
Stu_5d034340653ebc454761d5a610461767,all*NearBench*Click*1/10,2,9
Stu_5d034340653ebc454761d5a610461767,all*NearBench*Click*NonUnitNearBench,5,9
Stu_5d034340653ebc454761d5a610461767,all*NotNear,18,11
Stu_5d034340653ebc454761d5a610461767,all*NotNear*1/3,2,7
Stu_5d034340653ebc454761d5a610461767,all*NotNear*2/5,2,10
Stu_5d034340653ebc454761d5a610461767,all*NotNear*3/7,2,7
Stu_5d034340653ebc454761d5a610461767,all*NotNear*5/8,2,8
Stu_5d034340653ebc454761d5a610461767,all*NotNear*Click,6,9
Stu_5d034340653ebc454761d5a610461767,all*NotNear*Click*3/7,2,9
Stu_5d034340653ebc454761d5a610461767,all*NotNear*Click*NonUnitNotNear,14,10
Stu_5d034340653ebc454761d5a610461767,all*NotNear*Click*NonUnitNotNear*3/5,3,8
Stu_5d034340653ebc454761d5a610461767,all*NotNear*Click*NonUnitNotNear*7/10,2,5
Stu_5e5d027e19bd1284cb74bee955dc46d4,all,5,11
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench,6,11
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*1/10,2,7
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*1/8,2,5
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*5/6,2,10
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*Click,4,9
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*Click*1/10,3,9
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*Click*9/10,2,9
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NearBench*Click*NonUnitNearBench,4,9
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear,16,11
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*1/3,2,6
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*2/5,2,9
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*3/7,3,8
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*5/8,2,6
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*Click,7,8
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*Click*NonUnitNotNear,13,10
Stu_5e5d027e19bd1284cb74bee955dc46d4,all*NotNear*Click*NonUnitNotNear*3/5,2,7
