Type,Student,Intercept,Slope
Student,Stu_01f2efdaa6829c6bdbe4127200e3e5c4,0.618115347295554,-2.59469079098951e-05
Student,Stu_05ed15226d209cc760aa06dffb1eca09,-0.227377918993131,3.31955664285715e-05
Student,Stu_086e3d1d417b89b3d36caa2b521367f6,0.0305437194718776,-1.11137663378214e-05
Student,Stu_0a0c683a8d97d85c47996fb3725110b7,-0.435291975410545,2.01732959505804e-05
Student,Stu_0e2c65f14909a15fc2877978c4c76fdb,0.124719093489004,-1.4886009123309e-05
Student,Stu_1352ed43eb67679dc1419f774fa28816,0.251985990772134,-3.61994645925733e-05
Student,Stu_1a10d57a38ffc3a172f7f09ccb02a38a,-0.652916486495184,3.56206274891497e-05
Student,Stu_1afabd2437f4df869d5fd4b2d3d2429c,-0.0305953983316322,-6.08991320800503e-06
Student,Stu_1b3573e7b97b3bdb4a19137715447599,-0.360122795826787,5.48299845634356e-05
Student,Stu_22773ac8be4508fb3e85061b45f8b5ff,-1.18083674579088,2.18178495147214e-05
Student,Stu_25a42eb825690b3d26d0bce26c8ef7bb,0.795024808607016,-4.2311364922981e-05
Student,Stu_286634cbdc4d652b2f384a84a57e19e7,-0.38248493931959,1.70601026443734e-05
Student,Stu_316048882e7e34291e25e2ff83a931c2,-0.456764203073181,1.58841173693373e-05
Student,Stu_316d9399df6e2ab2bafcbfdfa9ab3dbd,0.111362720263954,1.68427329058414e-05
Student,Stu_3795e0555ae02b0968cae09dba77c819,0.938118276361291,-2.5188325190951e-05
Student,Stu_3b19c446f24f0dbe433db832275fd7a8,-0.302171121378842,2.8987662018644e-05
Student,Stu_3d17c7856b21d527827ddabbc8aaf554,-1.40335519711515,5.18974067181936e-05
Student,Stu_417a29ebce54892f0107e1e06139a49d,-0.727407142146947,5.83701306836115e-05
Student,Stu_42658b37067c35fef9dd749dc9ae627e,0.473776607899929,-3.5854778364579e-05
Student,Stu_45f1908b799f13044e1e2b207ce7eeae,1.46178241621702,-4.5807767229948e-05
Student,Stu_48e61e1782a021de59d0af8c62fd3a86,0.616724032860154,-2.97843872439375e-05
Student,Stu_492a5278527341a1e6861a09d9822300,0.491012817064537,1.28092409588473e-05
Student,Stu_501a165150a666f0415f6bac53d3c5af,-0.410702591115823,1.58698156573446e-05
Student,Stu_52a596fd4861f71eff506de0b9a41c95,0.450105485126016,-2.06823750714086e-05
Student,Stu_57f6734d37b24825911df34c3ff4c65c,0.477469976157149,-2.83481030981174e-05
Student,Stu_5adf51993a53d7008ac55dd72ec8da90,0.973184614434572,-4.75983429623407e-05
Student,Stu_5cb3ad723f989ffe2ff189b51c2155b5,1.29444342332648,-5.09803308525468e-05
Student,Stu_634acdaa19761b3ebd83af7b8c6dbf0d,0.17804554339546,5.79899561577659e-06
Student,Stu_651effbb7f86c84e696557d7f5b44795,-0.496231048577427,1.23137995230684e-05
