individual,KC,n_opp,mean_time_btw_opp
Stu_81b484dd437e451a613410ee52b3e31b,response_bottle,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_car,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_chang2,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_cheng2shi4,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_cola,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_dian4nao3,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_difficult,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_dish,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_doctor,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_dog,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_dou1,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_dui4,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_engineering,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_fast,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_father,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_few,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_four,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_gong1yuan2,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_homework,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_hundred,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_hungry,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_jing3se4,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_job,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_kitchen,3,1
Stu_81b484dd437e451a613410ee52b3e31b,response_letter,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_mai3,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_middle,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_mister,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_money,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_now,4,1.66666666666667
Stu_81b484dd437e451a613410ee52b3e31b,response_one,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_phone,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_rent,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_room,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_salesman,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_seaside,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_shirt,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_shu1,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_shu1fu,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_small,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_teacher,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_this,3,2.5
Stu_81b484dd437e451a613410ee52b3e31b,response_ticket,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_to+ask,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_to+cough,4,1.66666666666667
Stu_81b484dd437e451a613410ee52b3e31b,response_to+have,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_to+introduce,4,1.66666666666667
Stu_81b484dd437e451a613410ee52b3e31b,response_to+live,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_to+love,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_to+practice,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_to+rain,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_to+return,3,2.5
Stu_81b484dd437e451a613410ee52b3e31b,response_to+see,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_two,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_very,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_weekdays,3,1.5
Stu_81b484dd437e451a613410ee52b3e31b,response_where,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_which,4,1
Stu_81b484dd437e451a613410ee52b3e31b,response_wonderful,4,1.33333333333333
Stu_81b484dd437e451a613410ee52b3e31b,response_year,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_you,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_you2yong3,2,1
Stu_81b484dd437e451a613410ee52b3e31b,response_zhi3yao4,3,2
Stu_81b484dd437e451a613410ee52b3e31b,response_zou3,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_above,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_abroad,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_basketball,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_before,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_big,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_boss,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_busy,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_city,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_cold,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_college,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_comfortable,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_country,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_cup,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_dan4gao1,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_di4zhi3,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_difficult,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_dish,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_doctor,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_dui4,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_fast,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_father,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_few,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_gong1cheng2,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_good,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_job,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_man4,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_map,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_mister,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_money,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_na3,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_nar3,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_often,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_one,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_only,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_park,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_ping2,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_problem,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_relatively,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_rent,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_room,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_seaside,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_shi2jian1,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_shirt,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_soup,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_this,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_ticket,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+call,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+do,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+eat,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+graduate,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+have,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+introduce,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+live,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+love,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+rest,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+see,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+speak,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+swim,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_to+walk+2,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_two,4,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_upstairs,4,1.33333333333333
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_view,3,2
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_weekdays,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_xia4yu3,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_xiao3,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_xue2sheng,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_years,3,1.5
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_yu2kuai4,3,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_zhuo1zi,2,1
Stu_88e1c38ef5b3875ea4d77f9ca479814a,response_zuo4fan4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_address,3,2
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_again,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_airport,4,1.66666666666667
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_basketball,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_before,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_big,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_birthday,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_book,4,1.66666666666667
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_boss,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_bottle,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_car,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_coach,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_cola,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_comfortable,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_company,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_correct,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_cup,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_di4tu2,3,2
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_dog,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_four,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_good,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_guo2wai4,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_half,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_happy,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_homework,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_hundred,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_jian4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_job,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_kitchen,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_kuai4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_leng3,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_lian4xi2,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_life,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_man4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_middle,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_movie,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_nan2,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_new,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_night,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_person,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_problem,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_rent,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_salesman,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_shang4bian1,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_small,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_soup,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_teacher,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_ticket,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_to+buy,4,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_to+introduce,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_to+rain,4,1.66666666666667
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_to+return,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_to+walk,4,1.66666666666667
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_today,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_tomorrow,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_upstairs,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_warm,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_wen4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_west,4,1.33333333333333
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_what,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_where,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_which,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_wonderful,3,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_xia4,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_xiu1xi,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_year,3,1.5
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_years,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_yi1,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_yi1sheng1,2,1
Stu_8d6f5b31fd7fa907289a11a209a0cdab,response_zhi3yao4,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_abroad,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_airport,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_before,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_big,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_birthday,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_boss,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_bottle,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_car,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_correct,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_day,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_dian4nao3,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_difficult,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_doctor,3,2
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_dog,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_dou1,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_engineering,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_fast,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_father,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_few,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_four,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_friend,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_gong1ke4,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_guo2,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_half,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_happy,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_inside,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_job,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_leng3,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_life,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_middle,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_money,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_name,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_now,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_often,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_opportunity,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_problem,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_seaside,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_shu1,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_shu1fu,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_small,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_student,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_tang1,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_this,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_ticket,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_time,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+buy,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+cook,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+eat,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+graduate,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+have,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+love,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+rain,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+see,4,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+speak,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+swim,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_to+want,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_today,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_tomorrow,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_upstairs,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_very,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_warm,4,1.33333333333333
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_wonderful,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_xi1bu4,2,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_xian1sheng,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_xin1,3,1.5
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_xin4,3,1
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_year,3,2
Stu_8ecf362adbf1f609e7d541868c54b2b3,response_zhuo1zi,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_above,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_again,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_airport,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_all,4,1.66666666666667
Stu_9049feae58a3a1712a09792a8b08f2a8,response_bai3,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_bi3jiao4,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_birthday,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_bottle,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_cake,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_chang2,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_cola,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_comfortable,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_cup,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_di4tu2,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_difficult,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_dog,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_dui4,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_engineering,3,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_fast,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_father,3,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_friend,3,2
Stu_9049feae58a3a1712a09792a8b08f2a8,response_half,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_happy,4,1.66666666666667
Stu_9049feae58a3a1712a09792a8b08f2a8,response_homework,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_hong2,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_hungry,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_inside,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_job,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_kitchen,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_letter,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_mang2,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_mei3li4,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_money,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_nian2,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_now,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_only,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_opportunity,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_person,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_rent,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_shao3,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_sheng1huo2,3,2
Stu_9049feae58a3a1712a09792a8b08f2a8,response_shirt,3,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_slow,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_soup,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_summer,4,1.66666666666667
Stu_9049feae58a3a1712a09792a8b08f2a8,response_this,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_ticket,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+ask,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+cook,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+eat,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+have,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+love,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+rest,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+return,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+speak,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_to+walk+2,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_today,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_tomorrow,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_train,3,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_two,4,1.33333333333333
Stu_9049feae58a3a1712a09792a8b08f2a8,response_upstairs,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_view,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_weekdays,4,1.66666666666667
Stu_9049feae58a3a1712a09792a8b08f2a8,response_what,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_which,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_wonderful,2,1
Stu_9049feae58a3a1712a09792a8b08f2a8,response_xi1bu4,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_xiao3,3,1.5
Stu_9049feae58a3a1712a09792a8b08f2a8,response_xue2sheng,3,2
Stu_9049feae58a3a1712a09792a8b08f2a8,response_zhu4,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_above,3,2
Stu_931aceafbe22be1fd89261581e518a5c,response_airport,2,2
Stu_931aceafbe22be1fd89261581e518a5c,response_beautiful,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_big,4,1.33333333333333
Stu_931aceafbe22be1fd89261581e518a5c,response_birthday,3,2
Stu_931aceafbe22be1fd89261581e518a5c,response_book,3,1
Stu_931aceafbe22be1fd89261581e518a5c,response_boss,4,1.66666666666667
Stu_931aceafbe22be1fd89261581e518a5c,response_cai4,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_car,3,2
Stu_931aceafbe22be1fd89261581e518a5c,response_city,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_cola,3,1.5
Stu_931aceafbe22be1fd89261581e518a5c,response_cold,4,1.66666666666667
Stu_931aceafbe22be1fd89261581e518a5c,response_college,4,1.66666666666667
Stu_931aceafbe22be1fd89261581e518a5c,response_computer,4,1.33333333333333
Stu_931aceafbe22be1fd89261581e518a5c,response_country,3,2
Stu_931aceafbe22be1fd89261581e518a5c,response_cup,4,1.33333333333333
Stu_931aceafbe22be1fd89261581e518a5c,response_dian4ying3,3,1.5
Stu_931aceafbe22be1fd89261581e518a5c,response_difficult,4,1
Stu_931aceafbe22be1fd89261581e518a5c,response_engineering,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_father,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_few,4,1.33333333333333
Stu_931aceafbe22be1fd89261581e518a5c,response_four,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_friend,4,1.66666666666667
Stu_931aceafbe22be1fd89261581e518a5c,response_guo2wai4,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_hai3bian1,2,1
Stu_931aceafbe22be1fd89261581e518a5c,response_jin1tian1,3,2
Stu_931aceafbe22be1fd89261581e518a5c,response_job,4,2
Stu_931aceafbe22be1fd89261581e518a5c,response_kuai4,3,1.5
Stu_931aceafbe22be1fd89261581e518a5c,response_lan2qiu2,3,1.5
