individual,KC,n_opp,max_time_btw_opp
Stu_013b3d3a047249ac1433b15ee6002f4e,"",,18752
Stu_013b3d3a047249ac1433b15ee6002f4e,compare_Single_comparison,9,1337
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_addition,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_comparison,4,3
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_equivalentConc,4,4
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_equivalentProc,3,5
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_nameFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_nameImpFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_GF_Sense_subtraction,2,1
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_addition,8,10
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_comparison,8,1337
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_equivalentConc,19,5787
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_equivalentProc,6,22
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_makeFract,23,23
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_makeImpFract,24,12
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_nameFract,27,15
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_nameImpFract,23,1352
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_recUnit,3,2
Stu_013b3d3a047249ac1433b15ee6002f4e,denominator_Single_subtraction,8,8662
Stu_013b3d3a047249ac1433b15ee6002f4e,dragPiece_Single_makeFract,6,13
Stu_013b3d3a047249ac1433b15ee6002f4e,dragPiece_Single_makeImpFract,3,9
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_comparison,4,15
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_equivalentProc,6,5
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_makeFract,4,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_makeImpFract,8,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_nameFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_nameImpFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_GF_Sense_recUnit,6,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_addition,3,2
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_comparison,3,1331
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_equivalentConc,8,5784
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_equivalentProc,6,19
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_makeFract,3,14
Stu_013b3d3a047249ac1433b15ee6002f4e,makeFract_Single_subtraction,3,8658
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_addition,16,3
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_comparison,8,1
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_equivalentConc,8,5
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_equivalentProc,8,2
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_makeFract,8,2
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_makeImpFract,16,2
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_nameFract,8,3
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_nameImpFract,16,3
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_recUnit,16,3
Stu_013b3d3a047249ac1433b15ee6002f4e,mix_Mix_subtraction,16,2
Stu_013b3d3a047249ac1433b15ee6002f4e,multiply_GF_Sense_equivalentConc,4,3
Stu_013b3d3a047249ac1433b15ee6002f4e,multiply_Single_equivalentConc,12,4403
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_addition,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_comparison,4,3
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_equivalentConc,4,4
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_equivalentProc,6,6
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_nameFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_nameImpFract,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_GF_Sense_subtraction,2,1
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_addition,15,14
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_comparison,7,1337
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_equivalentConc,19,5786
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_equivalentProc,6,22
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_makeFract,17,22
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_makeImpFract,20,12
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_nameFract,16,14
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_nameImpFract,23,1352
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_recUnit,3,2
Stu_013b3d3a047249ac1433b15ee6002f4e,numerator_Single_subtraction,15,8663
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_addition_GF_Sense_addition,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_addition_GF_Sense_subtraction,3,1
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_addition_Single_addition,2,8
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_addition_Single_subtraction,2,3
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_comparison_GF_Sense_comparison,2,3
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_comparison_Single_comparison,6,1338
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_comparison_Single_makeFract,13,13
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_comparison_Single_nameFract,12,14
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_denominator_Single_addition,5,13
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_denominator_Single_subtraction,4,8663
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_equivalence_GF_Sense_equivalentConc,2,3
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_equivalence_Single_comparison,3,1334
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_equivalence_Single_equivalentConc,23,5787
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_equivalence_Single_equivalentProc,4,21
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_findUnit_Single_makeFract,4,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_findUnit_Single_recUnit,4,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_numerator_Single_addition,3,13
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_numerator_Single_subtraction,4,8662
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_addition,6,1
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_comparison,8,3
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_equivalentConc,8,3
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_equivalentProc,5,5
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_makeFract,8,1
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_makeImpFract,8,1
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_nameFract,8,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_nameImpFract,8,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_recUnit,6,2
Stu_013b3d3a047249ac1433b15ee6002f4e,SE_relation_GF_Sense_subtraction,6,1
Stu_013b3d3a047249ac1433b15ee6002f4e,unit_GF_Sense_addition,2,2
Stu_013b3d3a047249ac1433b15ee6002f4e,unit_Single_addition,8,14
Stu_013b3d3a047249ac1433b15ee6002f4e,unit_Single_nameFract,2,4
Stu_013b3d3a047249ac1433b15ee6002f4e,unit_Single_subtraction,8,8663
Stu_013b3d3a047249ac1433b15ee6002f4e,wholeNumber_Single_equivalentConc,4,4407
Stu_013b3d3a047249ac1433b15ee6002f4e,wholeNumber_Single_makeImpFract,8,10
Stu_013b3d3a047249ac1433b15ee6002f4e,wholeNumber_Single_nameImpFract,7,1350
Stu_093228f3b90d3279c992b429fe73c9db,"",,21632
Stu_093228f3b90d3279c992b429fe73c9db,compare_Single_comparison,9,23
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_addition,2,1
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_comparison,4,5
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_equivalentConc,6,1163
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_equivalentProc,3,1394
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_nameFract,2,4
Stu_093228f3b90d3279c992b429fe73c9db,denominator_GF_Sense_nameImpFract,2,5
