individual,KC,n_opp,mean_time_btw_opp
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,8
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-CHARGE-FORCE-EFIELD-MAG,2,48
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-G-ON-EARTH,2,43
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-KNOWN-VALUE-EQN,3,14.5
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-LK-NO-VF-COMPO,2,65
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-NFL-COMPO,3,7
Stu_074024a6c97f627f288ae28e86c37bf3,WRITE-NSL-COMPO,2,1
Stu_0f06ed58686471d9b227e80e077f0424,COMPO-PARALLEL-AXIS,5,21.75
Stu_0f06ed58686471d9b227e80e077f0424,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,44.6666666666667
Stu_0f06ed58686471d9b227e80e077f0424,DEFINE-CONSTANT-MASS,2,16
Stu_0f06ed58686471d9b227e80e077f0424,DRAW-BODY,3,30.5
Stu_0f06ed58686471d9b227e80e077f0424,DRAW-EFIELD-VECTOR,3,29.5
Stu_0f06ed58686471d9b227e80e077f0424,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,3,33.5
Stu_0f06ed58686471d9b227e80e077f0424,DRAW-ROTATE-AXES,2,14
Stu_0f06ed58686471d9b227e80e077f0424,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,24
Stu_0f06ed58686471d9b227e80e077f0424,WRITE-CHARGE-FORCE-EFIELD-MAG,2,55
Stu_0f06ed58686471d9b227e80e077f0424,WRITE-KNOWN-VALUE-EQN,6,52.8
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,COMPO-PARALLEL-AXIS,10,22.375
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,19
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DEFINE-CONSTANT-MASS,3,18
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-BODY,4,16.3333333333333
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-DISPLACEMENT-STRAIGHT,2,13
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-EFIELD-VECTOR,4,18
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,18.6666666666667
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-ROTATE-AXES,2,6
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-UNROTATED-AXES,2,10
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,DRAW-WEIGHT,2,25
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,WRITE-CHARGE-FORCE-EFIELD-MAG,3,26
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,WRITE-G-ON-EARTH,2,25
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,WRITE-KNOWN-VALUE-EQN,5,26.75
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,WRITE-NFL-COMPO,2,1
Stu_0ffb45cf505cfbc7de3f3d41f8354d24,WRITE-NSL-COMPO,3,12
Stu_14dcb0a3f7d28a5917903d16f1f0345e,COMPO-PARALLEL-AXIS,11,37.3
Stu_14dcb0a3f7d28a5917903d16f1f0345e,COMPO-ZERO-VECTOR,2,15
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,52.6666666666667
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DEFINE-CONSTANT-MASS,3,50
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-BODY,4,59.3333333333333
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-EFIELD-VECTOR,4,57.3333333333333
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,3,40
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-ROTATE-AXES,2,24
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-UNROTATED-AXES,2,27
Stu_14dcb0a3f7d28a5917903d16f1f0345e,DRAW-VELOCITY-AT-REST,2,3
Stu_14dcb0a3f7d28a5917903d16f1f0345e,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,32
Stu_14dcb0a3f7d28a5917903d16f1f0345e,WRITE-CHARGE-FORCE-EFIELD-MAG,2,60
Stu_14dcb0a3f7d28a5917903d16f1f0345e,WRITE-IMPLICIT-EQN,2,15
Stu_14dcb0a3f7d28a5917903d16f1f0345e,WRITE-KNOWN-VALUE-EQN,5,73.75
Stu_14dcb0a3f7d28a5917903d16f1f0345e,WRITE-NFL-COMPO,1,6
Stu_15e275259b046df9885c187fc0cec7d1,COMPO-PARALLEL-AXIS,6,45.75
Stu_15e275259b046df9885c187fc0cec7d1,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,3,37.5
Stu_15e275259b046df9885c187fc0cec7d1,DEFINE-CONSTANT-MASS,2,34
Stu_15e275259b046df9885c187fc0cec7d1,DRAW-BODY,3,38.5
Stu_15e275259b046df9885c187fc0cec7d1,DRAW-EFIELD-VECTOR,3,40
Stu_15e275259b046df9885c187fc0cec7d1,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,3,41.5
Stu_15e275259b046df9885c187fc0cec7d1,DRAW-ROTATE-AXES,2,23
Stu_15e275259b046df9885c187fc0cec7d1,WRITE-CHARGE-FORCE-EFIELD-MAG,2,68
Stu_15e275259b046df9885c187fc0cec7d1,WRITE-KNOWN-VALUE-EQN,3,67.5
Stu_15e275259b046df9885c187fc0cec7d1,WRITE-NFL-COMPO,2,1
Stu_1c1005660e379a642f7f7e073ee28a2e,COMPO-PARALLEL-AXIS,11,28.4
Stu_1c1005660e379a642f7f7e073ee28a2e,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,35
Stu_1c1005660e379a642f7f7e073ee28a2e,DEFINE-CONSTANT-MASS,3,30.5
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-BODY,4,35
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-DISPLACEMENT-STRAIGHT,2,27
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-EFIELD-VECTOR,5,27.75
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,38.3333333333333
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-ROTATE-AXES,2,15
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-UNROTATED-AXES,2,20
Stu_1c1005660e379a642f7f7e073ee28a2e,DRAW-WEIGHT,2,42
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-CHARGE-FORCE-EFIELD-COMPO,5,40
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-G-ON-EARTH,2,43
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-KNOWN-VALUE-EQN,5,46.25
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-LK-NO-VF-COMPO,2,6
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-NFL-COMPO,2,1
Stu_1c1005660e379a642f7f7e073ee28a2e,WRITE-NSL-COMPO,2,22
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,COMPO-PARALLEL-AXIS,5,37
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,53
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DEFINE-CONSTANT-MASS,2,35
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DRAW-BODY,2,57
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DRAW-EFIELD-VECTOR,3,40
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,3,41.5
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,DRAW-ROTATE-AXES,2,24
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,WRITE-CHARGE-FORCE-EFIELD-COMPO,3,20
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,WRITE-CHARGE-FORCE-EFIELD-MAG,2,61
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,WRITE-KNOWN-VALUE-EQN,5,46.5
Stu_1c9535a1b1c55404b3b56c0126dc9b9c,WRITE-NFL-COMPO,2,4
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,COMPO-PARALLEL-AXIS,12,42.6
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,52.6666666666667
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DEFINE-CONSTANT-MASS,3,47
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DEFINE-DURATION,2,16
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-BODY,4,52.6666666666667
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-DISPLACEMENT-STRAIGHT,2,23
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-EFIELD-VECTOR,4,53.6666666666667
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,58.3333333333333
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-ROTATE-AXES,2,22
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-UNROTATED-AXES,2,24
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-VELOCITY-AT-REST,2,8
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,DRAW-WEIGHT,2,68
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,5
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-CHARGE-FORCE-EFIELD-MAG,3,68.5
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-G-ON-EARTH,2,56
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-KNOWN-VALUE-EQN,6,74.2
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-LK-NO-VF-COMPO,4,15
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-NFL-COMPO,1,3
Stu_1ebb3b0a610fcf14b32b0a0349b8823d,WRITE-NSL-COMPO,2,29
Stu_1fd226d9b77d6e4f72012f90386c904a,COMPO-PARALLEL-AXIS,11,17.1111111111111
Stu_1fd226d9b77d6e4f72012f90386c904a,COMPO-ZERO-VECTOR,2,12
Stu_1fd226d9b77d6e4f72012f90386c904a,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,5,17.25
Stu_1fd226d9b77d6e4f72012f90386c904a,DEFINE-CONSTANT-MASS,3,20.5
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-BODY,5,17
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-DISPLACEMENT-STRAIGHT,2,15
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-EFIELD-VECTOR,5,17.5
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,5,19.25
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-ROTATE-AXES,3,10
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-UNROTATED-AXES,2,16
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-VELOCITY-AT-REST,2,1
Stu_1fd226d9b77d6e4f72012f90386c904a,DRAW-WEIGHT,2,29
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,5
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-CHARGE-FORCE-EFIELD-MAG,4,23.6666666666667
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-G-ON-EARTH,2,26
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-IMPLICIT-EQN,2,23
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-KNOWN-VALUE-EQN,6,22.4
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-LK-NO-T-COMPO,2,14
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-NFL-COMPO,3,1
Stu_1fd226d9b77d6e4f72012f90386c904a,WRITE-NSL-COMPO,3,14.5
Stu_212d07ed66dd7f62493b0eeae8c20a1e,COMPO-PARALLEL-AXIS,10,62.1111111111111
Stu_212d07ed66dd7f62493b0eeae8c20a1e,COMPO-ZERO-VECTOR,2,32
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,6,43.4
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DEFINE-CONSTANT-MASS,3,46
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-BODY,5,42.5
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-DISPLACEMENT-STRAIGHT,2,52
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-EFIELD-VECTOR,5,43.25
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,49.3333333333333
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-ROTATE-AXES,3,17
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-UNROTATED-AXES,2,46
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-VELOCITY-AT-REST,2,6
Stu_212d07ed66dd7f62493b0eeae8c20a1e,DRAW-WEIGHT,2,85
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,36
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-CHARGE-FORCE-EFIELD-MAG,4,56
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-G-ON-EARTH,2,82
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-KNOWN-VALUE-EQN,10,42.4444444444444
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-LK-NO-VF-COMPO,2,3
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-NFL-COMPO,2,3
Stu_212d07ed66dd7f62493b0eeae8c20a1e,WRITE-NSL-COMPO,3,53
Stu_2393de512fa3dd4d211950f3cd5db42e,COMPO-PARALLEL-AXIS,3,14
Stu_2393de512fa3dd4d211950f3cd5db42e,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,3,40
Stu_2393de512fa3dd4d211950f3cd5db42e,DEFINE-CONSTANT-MASS,2,43
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-BODY,4,57.6666666666667
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-EFIELD-VECTOR,3,42
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,2,19
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-ROTATE-AXES,2,20
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-UNROTATED-AXES,2,28
Stu_2393de512fa3dd4d211950f3cd5db42e,DRAW-VELOCITY-AT-REST,2,7
Stu_2393de512fa3dd4d211950f3cd5db42e,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,4
Stu_2393de512fa3dd4d211950f3cd5db42e,WRITE-KNOWN-VALUE-EQN,4,69.5
Stu_264400fad6c8afaed08777ea40511e31,COMPO-PARALLEL-AXIS,13,27.3636363636364
Stu_264400fad6c8afaed08777ea40511e31,COMPO-ZERO-VECTOR,2,18
Stu_264400fad6c8afaed08777ea40511e31,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,28.3333333333333
Stu_264400fad6c8afaed08777ea40511e31,DEFINE-CONSTANT-MASS,3,27.5
Stu_264400fad6c8afaed08777ea40511e31,DRAW-BODY,4,25.3333333333333
Stu_264400fad6c8afaed08777ea40511e31,DRAW-DISPLACEMENT-STRAIGHT,2,28
Stu_264400fad6c8afaed08777ea40511e31,DRAW-EFIELD-VECTOR,4,26.3333333333333
Stu_264400fad6c8afaed08777ea40511e31,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,26.6666666666667
Stu_264400fad6c8afaed08777ea40511e31,DRAW-ROTATE-AXES,2,9
Stu_264400fad6c8afaed08777ea40511e31,DRAW-UNROTATED-AXES,2,25
Stu_264400fad6c8afaed08777ea40511e31,DRAW-WEIGHT,2,42
Stu_264400fad6c8afaed08777ea40511e31,WRITE-CHARGE-FORCE-EFIELD-COMPO,3,40
Stu_264400fad6c8afaed08777ea40511e31,WRITE-G-ON-EARTH,2,38
Stu_264400fad6c8afaed08777ea40511e31,WRITE-KNOWN-VALUE-EQN,5,33
Stu_264400fad6c8afaed08777ea40511e31,WRITE-LK-NO-T-COMPO,2,20
Stu_264400fad6c8afaed08777ea40511e31,WRITE-NSL-COMPO,3,21.5
Stu_2ff777c6635c43e5d4b12a601774bc20,COMPO-PARALLEL-AXIS,16,50.7142857142857
Stu_2ff777c6635c43e5d4b12a601774bc20,COMPO-ZERO-VECTOR,2,31
Stu_2ff777c6635c43e5d4b12a601774bc20,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,5,55.5
Stu_2ff777c6635c43e5d4b12a601774bc20,DEFINE-CONSTANT-MASS,3,42.5
Stu_2ff777c6635c43e5d4b12a601774bc20,DEFINE-DURATION,2,42
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-BODY,4,49.3333333333333
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-DISPLACEMENT-STRAIGHT,2,67
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-EFIELD-VECTOR,4,57.6666666666667
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,45
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-ROTATE-AXES,3,19.5
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-UNROTATED-AXES,2,29
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-VELOCITY-AT-REST,2,21
Stu_2ff777c6635c43e5d4b12a601774bc20,DRAW-WEIGHT,2,65
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-CHARGE-FORCE-EFIELD-MAG,3,55.5
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-G-ON-EARTH,2,64
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-KNOWN-VALUE-EQN,8,57.2857142857143
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-LK-NO-S-COMPO,2,40
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-LK-NO-T-COMPO,2,30
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-LK-NO-VF-COMPO,2,4
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-NFL-COMPO,2,8
Stu_2ff777c6635c43e5d4b12a601774bc20,WRITE-NSL-COMPO,2,37
Stu_3052106ae3266694fd73d1655c9793d4,COMPO-PARALLEL-AXIS,5,53.6666666666667
Stu_3052106ae3266694fd73d1655c9793d4,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,3,33
Stu_3052106ae3266694fd73d1655c9793d4,DEFINE-CONSTANT-MASS,2,31
Stu_3052106ae3266694fd73d1655c9793d4,DRAW-BODY,3,47.5
Stu_3052106ae3266694fd73d1655c9793d4,DRAW-EFIELD-VECTOR,4,47.6666666666667
Stu_3052106ae3266694fd73d1655c9793d4,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,3,47.5
Stu_3052106ae3266694fd73d1655c9793d4,DRAW-ROTATE-AXES,2,22
Stu_3052106ae3266694fd73d1655c9793d4,WRITE-CHARGE-FORCE-EFIELD-MAG,2,81
Stu_3052106ae3266694fd73d1655c9793d4,WRITE-KNOWN-VALUE-EQN,3,65.5
Stu_3052106ae3266694fd73d1655c9793d4,WRITE-NFL-COMPO,2,3
Stu_3080e0d9e3b8e933056ecda61e502bb0,COMPO-PARALLEL-AXIS,6,40.75
Stu_3080e0d9e3b8e933056ecda61e502bb0,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,46.6666666666667
Stu_3080e0d9e3b8e933056ecda61e502bb0,DEFINE-CONSTANT-MASS,3,42.5
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-BODY,4,49.3333333333333
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-DISPLACEMENT-STRAIGHT,2,48
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-EFIELD-VECTOR,4,47.3333333333333
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,57
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-ROTATE-AXES,2,25
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-UNROTATED-AXES,2,39
Stu_3080e0d9e3b8e933056ecda61e502bb0,DRAW-VELOCITY-AT-REST,2,1
Stu_3080e0d9e3b8e933056ecda61e502bb0,WRITE-CHARGE-FORCE-EFIELD-MAG,3,67
Stu_3080e0d9e3b8e933056ecda61e502bb0,WRITE-KNOWN-VALUE-EQN,5,56.75
Stu_3080e0d9e3b8e933056ecda61e502bb0,WRITE-LK-NO-VF-COMPO,3,2.5
Stu_3080e0d9e3b8e933056ecda61e502bb0,WRITE-NFL-COMPO,1,2
Stu_3450e76a9e9e688a7337e3cbc03e97fb,ACCEL-AT-REST,2,17
Stu_3450e76a9e9e688a7337e3cbc03e97fb,COMPO-PARALLEL-AXIS,5,21.5
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,4,33.6666666666667
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DEFINE-CONSTANT-MASS,4,33
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-BODY,4,32.3333333333333
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-DISPLACEMENT-STRAIGHT,2,7
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-EFIELD-VECTOR,4,28.3333333333333
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,2,19
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-ROTATE-AXES,2,21
Stu_3450e76a9e9e688a7337e3cbc03e97fb,DRAW-UNROTATED-AXES,2,6
Stu_3450e76a9e9e688a7337e3cbc03e97fb,WRITE-CHARGE-FORCE-EFIELD-COMPO,3,18
Stu_3450e76a9e9e688a7337e3cbc03e97fb,WRITE-KNOWN-VALUE-EQN,4,5.33333333333333
Stu_3450e76a9e9e688a7337e3cbc03e97fb,WRITE-NFL-COMPO,2,20
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,COMPO-PARALLEL-AXIS,12,19.1
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,COMPO-ZERO-VECTOR,2,26
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR,5,24
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DEFINE-CONSTANT-MASS,3,13.5
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DEFINE-DURATION,2,15
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-BODY,4,25.6666666666667
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-DISPLACEMENT-STRAIGHT,2,21
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-EFIELD-VECTOR,4,24.6666666666667
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR,4,26.3333333333333
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-ROTATE-AXES,2,14
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,DRAW-WEIGHT,2,21
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,WRITE-CHARGE-FORCE-EFIELD-COMPO,2,37
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,WRITE-CHARGE-FORCE-EFIELD-MAG,3,28
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,WRITE-G-ON-EARTH,2,21
Stu_34ab397a08b8ff8b4ddb78a77abf2a0e,WRITE-KNOWN-VALUE-EQN,7,37.6666666666667
