individual,KC,n_opp,max_time_btw_opp
Stu_009d4b6ced71bf0e33197565edc3d2a2,"",,8882
Stu_009d4b6ced71bf0e33197565edc3d2a2,compareLarger_comparison,8,5
Stu_009d4b6ced71bf0e33197565edc3d2a2,compareSmaller_comparison,3,4
Stu_009d4b6ced71bf0e33197565edc3d2a2,multiply_equivalentConc,24,11
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_addition,16,7
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_comparison,14,8
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_equivalentConc,30,19
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_equivalentProc,18,8
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_makeImpFract,37,4297
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_nameFract,16,1661
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_nameImpFract,39,25
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_denom_subtraction,12,10
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_addition,16,7
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_comparison,16,9
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_equivalentConc,29,19
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_equivalentProc,17,8
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_makeImpFract,35,4297
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_nameFract,16,1661
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_nameImpFract,40,25
Stu_009d4b6ced71bf0e33197565edc3d2a2,nameFract_num_subtraction,11,10
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_denom_makeFract,28,16
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_denom_makeImpFract,19,4294
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_denom_nameFract,20,1661
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_denom_nameImpFract,8,22
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_denom_recUnit,6,3
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_addition,16,7
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_makeFract,29,16
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_makeImpFract,10,4294
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_nameFract,24,1663
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_nameImpFract,8,23
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_recUnit,6,3
Stu_009d4b6ced71bf0e33197565edc3d2a2,numSect_num_subtraction,6,2
Stu_009d4b6ced71bf0e33197565edc3d2a2,numUnit_makeImpFract,19,4296
