individual,KC,n_opp,max_time_btw_opp
Stu_036abc10b507c9274650a5e63779682d,"",,20123
Stu_036abc10b507c9274650a5e63779682d,compare_comparison,20,22
Stu_036abc10b507c9274650a5e63779682d,denominator_addition,10,8612
Stu_036abc10b507c9274650a5e63779682d,denominator_comparison,10,21
Stu_036abc10b507c9274650a5e63779682d,denominator_equivalentConc,31,1390
Stu_036abc10b507c9274650a5e63779682d,denominator_equivalentProc,18,1428
Stu_036abc10b507c9274650a5e63779682d,denominator_makeFract,40,20
Stu_036abc10b507c9274650a5e63779682d,denominator_makeImpFract,35,4363
Stu_036abc10b507c9274650a5e63779682d,denominator_nameFract,45,1468
Stu_036abc10b507c9274650a5e63779682d,denominator_nameImpFract,40,1366
Stu_036abc10b507c9274650a5e63779682d,denominator_recUnit,10,5
Stu_036abc10b507c9274650a5e63779682d,denominator_subtraction,10,1430
Stu_036abc10b507c9274650a5e63779682d,dragPiece_makeFract,10,15
Stu_036abc10b507c9274650a5e63779682d,dragPiece_makeImpFract,5,4357
Stu_036abc10b507c9274650a5e63779682d,makeFract_addition,5,8606
Stu_036abc10b507c9274650a5e63779682d,makeFract_comparison,6,11
Stu_036abc10b507c9274650a5e63779682d,makeFract_equivalentConc,10,1381
Stu_036abc10b507c9274650a5e63779682d,makeFract_equivalentProc,19,1427
Stu_036abc10b507c9274650a5e63779682d,makeFract_makeFract,7,16
Stu_036abc10b507c9274650a5e63779682d,makeFract_makeImpFract,4,4356
Stu_036abc10b507c9274650a5e63779682d,makeFract_recUnit,2,3
Stu_036abc10b507c9274650a5e63779682d,makeFract_subtraction,7,1426
Stu_036abc10b507c9274650a5e63779682d,multiply_equivalentConc,20,1366
Stu_036abc10b507c9274650a5e63779682d,numerator_addition,15,8613
Stu_036abc10b507c9274650a5e63779682d,numerator_comparison,8,22
Stu_036abc10b507c9274650a5e63779682d,numerator_equivalentConc,30,1389
Stu_036abc10b507c9274650a5e63779682d,numerator_equivalentProc,18,1428
Stu_036abc10b507c9274650a5e63779682d,numerator_makeFract,35,20
Stu_036abc10b507c9274650a5e63779682d,numerator_makeImpFract,27,4364
Stu_036abc10b507c9274650a5e63779682d,numerator_nameFract,38,1468
Stu_036abc10b507c9274650a5e63779682d,numerator_nameImpFract,46,1365
Stu_036abc10b507c9274650a5e63779682d,numerator_recUnit,8,5
Stu_036abc10b507c9274650a5e63779682d,numerator_subtraction,8,1425
Stu_036abc10b507c9274650a5e63779682d,SE_addition_addition,4,15
Stu_036abc10b507c9274650a5e63779682d,SE_addition_subtraction,4,1423
Stu_036abc10b507c9274650a5e63779682d,SE_comparison_comparison,12,23
Stu_036abc10b507c9274650a5e63779682d,SE_comparison_makeFract,24,17
Stu_036abc10b507c9274650a5e63779682d,SE_comparison_nameFract,23,1468
Stu_036abc10b507c9274650a5e63779682d,SE_denominator_addition,8,8612
Stu_036abc10b507c9274650a5e63779682d,SE_denominator_subtraction,8,1430
Stu_036abc10b507c9274650a5e63779682d,SE_equivalence_comparison,6,14
Stu_036abc10b507c9274650a5e63779682d,SE_equivalence_equivalentConc,40,1390
Stu_036abc10b507c9274650a5e63779682d,SE_equivalence_equivalentProc,12,1427
Stu_036abc10b507c9274650a5e63779682d,SE_findUnit_makeFract,4,1
Stu_036abc10b507c9274650a5e63779682d,SE_findUnit_recUnit,12,4
Stu_036abc10b507c9274650a5e63779682d,SE_numerator_addition,8,8612
Stu_036abc10b507c9274650a5e63779682d,SE_numerator_subtraction,8,1430
Stu_036abc10b507c9274650a5e63779682d,unit_addition,16,8612
Stu_036abc10b507c9274650a5e63779682d,unit_makeImpFract,3,4354
Stu_036abc10b507c9274650a5e63779682d,unit_nameFract,6,16
Stu_036abc10b507c9274650a5e63779682d,unit_nameImpFract,3,1348
Stu_036abc10b507c9274650a5e63779682d,unit_subtraction,16,1430
Stu_036abc10b507c9274650a5e63779682d,wholeNumber_equivalentConc,8,1365
Stu_036abc10b507c9274650a5e63779682d,wholeNumber_makeImpFract,16,4363
Stu_036abc10b507c9274650a5e63779682d,wholeNumber_nameImpFract,15,1364
Stu_03bfee4b23a6d81b74db46e3b6448e5a,"",,18692
Stu_03bfee4b23a6d81b74db46e3b6448e5a,compare_comparison,20,18
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_addition,10,15
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_comparison,10,17
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_equivalentConc,31,4354
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_equivalentProc,19,1375
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_makeFract,40,20
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_makeImpFract,35,15
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_nameFract,45,1468
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_nameImpFract,36,1355
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_recUnit,10,7
Stu_03bfee4b23a6d81b74db46e3b6448e5a,denominator_subtraction,10,10049
Stu_03bfee4b23a6d81b74db46e3b6448e5a,dragPiece_makeFract,10,15
Stu_03bfee4b23a6d81b74db46e3b6448e5a,dragPiece_makeImpFract,5,12
Stu_03bfee4b23a6d81b74db46e3b6448e5a,makeFract_addition,5,12
Stu_03bfee4b23a6d81b74db46e3b6448e5a,makeFract_comparison,6,15
Stu_03bfee4b23a6d81b74db46e3b6448e5a,makeFract_equivalentConc,11,4349
Stu_03bfee4b23a6d81b74db46e3b6448e5a,makeFract_equivalentProc,21,1376
Stu_03bfee4b23a6d81b74db46e3b6448e5a,makeFract_makeFract,7,17
